name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
Savanna Inn & Suites,Savanna,IL,42.091,-90.1379,"Travel & Transport,Hotels & Motels,Hotels Motels,Hotel,Hotels,Lodging",Accommodation & Food Services,1,5.0
Braidwood Motel,Braidwood,IL,41.26547,-88.21184,"Travel & Transport,Hotels & Motels,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,1,5.0
Fairfield Inn Kankakee Bourbonnais,Bourbonnais,IL,41.1718009,-87.84998948,"Travel & Transport,Hotels & Motels,Hotel",Accommodation & Food Services,2,4.5
Courtyard Atlanta Airport South/Sullivan Road,Atlanta,GA,33.624146,-84.45631,"Hotel,Hotels Motels",Accommodation & Food Services,1,4.0
Days Inn College Park Airport Best Road,Atlanta,GA,33.632805,-84.45802,"Hotel,Motel,Hotels,Lodging,Motels",Accommodation & Food Services,1,1.0
Red Roof Inn Lansing East - Michigan State University,Lansing,MI,42.6892,-84.5001,"Motel,Hotel,General Travel,Hotels Motels,Family-friendly Hotels,Business Hotels,Budget Hotels,Hotels",Accommodation & Food Services,3,2.3333333333333335
Comfort Suites At Eglin Air Force Base,Niceville,FL,30.52327,-86.49571,"Hotel,Hotels,Motels,Lodging,Corporate Lodging,Hotels & Motels",Accommodation & Food Services,5,4.8
Four Points by Sheraton Punta Gorda Harborside,Punta Gorda,FL,26.9384,-82.05265,"Hotel,Hotels and motels,Hotels,Lodging,Hotels Motels,services",Accommodation & Food Services,12,4.416666666666667
The London West Hollywood,West Hollywood,CA,34.08979,-118.38539,"Hotels,Boutique Hotels,Hotel",Accommodation & Food Services,29,4.379310344827586
The Westport Inn,Westport,CT,41.138568,-73.308841,"Hotel,Hotels and motels,Restaurants,Hotels",Accommodation & Food Services,2,4.0
Best Western Plus Lake Elsinore Inn & Suites,Lake Elsinore,CA,33.6647,-117.3047,"Hotel,Lodging,Corporate Housing,Hotels Motels,Hotels",Accommodation & Food Services,2,4.5
Guerneville Lodge,Guerneville,CA,38.5025,-122.9954,"Bed Breakfast,Hotels Motels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,1,4.0
The Carneros Inn,Napa,CA,38.255101,-122.33346,"Hotel,Hotels",Accommodation & Food Services,10,5.0
Super 8 Lavonia,Lavonia,GA,34.4475,-83.1382,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels,Hotels & Motels",Accommodation & Food Services,1,3.0
Jayhawk Motel,Tampa,FL,27.9754,-82.4512,"Hotels and motels,Hotels Motels,Motels,Lodging,Hotels,Hotel",Accommodation & Food Services,2,3.0
Comfort Inn Red Hook,Brooklyn,NY,40.680091,-74.00597,"Holding companies,Hotels and motels,Hotel and motel reservations,Lodges,Hotels,Hotel,Motels",Accommodation & Food Services,1,5.0
Quality Inn Oklahoma City Airport,Oklahoma City,OK,35.40307,-97.59569,"Hotels and motels,Hotels,Motels,Corporate Lodging,Hotels Motels,Hotel",Accommodation & Food Services,2,4.5
Nobu Hotel at Caesars Palace,Las Vegas,NV,36.1165,-115.17433,"Hotels,Hotel",Accommodation & Food Services,2,5.0
Grand Hyatt Kauai Resort & Spa,Koloa,HI,21.876282,-159.44011,"Hotels,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Luxury Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Spa Resorts,Restaurant,Ceremony & Reception Venue",Accommodation & Food Services,27,4.481481481481482
The Restoration,Charleston,SC,32.782174,-79.9343429,"Hotels,Hotel",Accommodation & Food Services,13,4.769230769230769
Hyatt Place Chantilly Dulles Airport South,Chantilly,VA,38.870621,-77.446534,"Hotels and motels,Restaurants,American restaurants,Banquet facilities,Hotel,Hotels",Accommodation & Food Services,1,2.0
Ramada Bordentown,Bordentown,NJ,40.12797,-74.705421,"Hotels and motels,Hotel and motel reservations,Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,1,5.0
Hilton Garden Inn Tampa East/brandon,Tampa,FL,27.983254,-82.331002,"Hotels and motels,Budget Hotels,Hotels & Motels,Hotel",Accommodation & Food Services,6,4.166666666666667
Hampton Inn-fairfax City,Fairfax,VA,38.854213,-77.318768,"Hotels and motels,Hotel,Hotels",Accommodation & Food Services,4,4.5
The Inn At Virginia Tech And Skelton Conference Center,Blacksburg,VA,37.22948,-80.42931,"Hotels and motels,Restaurants,American restaurants,Hotel,Hotels Motels,Hotels",Accommodation & Food Services,7,4.142857142857143
Home2 Suites By Hilton Greenville Airport,Greenville,SC,34.85802,-82.27066,"Hotels and motels,Hotels,Lodging,Hotel",Accommodation & Food Services,6,5.0
Ludlow Village Inn & Suites,Ludlow,VT,43.39657,-72.69589,"Hotels and motels,Hotel",Accommodation & Food Services,2,3.5
Inn Of Knoxville,Knoxville,TN,35.99348,-83.90066,"Hotels and motels,Motels,Hotel",Accommodation & Food Services,2,1.0
"Country Inn & Suites By Carlson, Bowling Green, KY",Bowling Green,KY,36.942251,-86.418791,"Hotel,Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Budget Hotels,Travel and Tourism,Hotels & Motels",Accommodation & Food Services,5,4.6
Drury Inn Bowling Green,Bowling Green,KY,36.93869,-86.41938,"Hotel,Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Business Hotels,Family-friendly Hotels,Tourist Hotels,Hotels,Hotels & Motels",Accommodation & Food Services,8,4.375
Clarion Hotel Anaheim Resort,Anaheim,CA,33.7990972,-117.916176,"Hotels & Motels,Meeting Facilities,Hotel",Accommodation & Food Services,9,2.2222222222222223
Best Western Premier Energy Corridor,Katy,TX,29.787806,-95.731575,"Hotel,Hotels and motels,Lodging,Hotels",Accommodation & Food Services,4,5.0
Best Western Executive Inn Suites,Grand Rapids,MI,42.91426,-85.67147,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Hampton Inn Suites Camp Springs/Andrews AFB,Suitland,MD,38.82116,-76.91518,"Hotels & Motels,Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,1,4.0
Home2 Suites by Hilton St. Louis/ Forest Park,Saint Louis,MO,38.63079,-90.25974,"Hotels,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,2,5.0
Comfort Suites Historic District,Savannah,GA,32.08415,-81.1004,"Hotels,Lodging,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn Augusta/Gordon Highway,Augusta,GA,33.44945,-82.08264,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,2,5.0
Kalispell Grand Hotel,Kalispell,MT,48.1974,-114.3135,"Hotel,Hotels Motels,Hotels,Lodging,Motels",Accommodation & Food Services,1,4.0
Holiday Inn Express & Suites Helena,Helena,MT,46.603181,-112.01509,"Hotel,Family-Friendly Hotels,Hotels & Motels,Lodging,Tourist Hotels",Accommodation & Food Services,1,5.0
San Ramon Marriott,San Ramon,CA,37.764274,-121.965322,"Hotel,Gym,Event Space,Banquet facilities,Hotels and motels,Hotel and motel reservations,Hotels Motels",Accommodation & Food Services,5,4.0
Extended Stay America Atlanta - Duluth,Duluth,GA,33.95505,-84.12618,"Hotels,Lodging,Corporate Lodging,Hotels-Apartment,Motels,Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,4,2.75
Hampton Inn Suites Minneapolis/Downtown,Minneapolis,MN,44.9773,-93.27617,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,6,4.666666666666667
Best Western Greentree Inn & Suites,Oklahoma City,OK,35.35385,-97.49592,"Hotel,Hotels,Lodging,Hotel and motel mgmt.,Hotels and motels,Corporate Housing,Hotels Motels,Budget Hotels",Accommodation & Food Services,1,5.0
Galt House Hotel,Louisville,KY,38.258022,-85.75639,"Hotel,Bar,Pool,Restaurant,Hotels & Motels,Hotels And Motels,Hotel, Bar, and Pool Central Business District",Accommodation & Food Services,22,3.9545454545454546
Millennium Hotel Durham,Durham,NC,36.011143,-78.953046,"Hotel,Hotels & Motels,Budget Hotels,Business Hotels,Family-Friendly Hotels,Tourist Hotels,Attractions",Accommodation & Food Services,5,2.0
Diamond Inn,Inglewood,CA,33.931244,-118.33846,"Hotels and motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,5.0
Courtyard Oklahoma City Northwest,Oklahoma City,OK,35.52278,-97.53732,"Hotel,Hotels Motels",Accommodation & Food Services,1,4.0
Holiday Inn Express Tulsa-Woodland Hills,Tulsa,OK,36.061,-95.8739,"Hotel,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Accommodation & Food Services,1,5.0
Days Inn Elk Grove Village/chicago/ohare Airport West,Elk Grove Village,IL,42.02116,-87.9561,"Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels",Accommodation & Food Services,3,1.0
Carlyle Motel,Oklahoma City,OK,35.51068,-97.5816,"Hotels and motels,Motels,Lodging,Hotel,Hotels",Accommodation & Food Services,1,3.0
Modern Hotel & Bar,Boise,ID,43.61817,-116.210706,"Hotel Bar,Bar,Hotel,Hotels Motels,Bars Clubs,Restaurants,Hotels",Accommodation & Food Services,7,4.857142857142857
Hilton Cleveland Downtown,Cleveland,OH,41.50283,-81.69596,"Hotel,Hotels,Lodging,Hotel Downtown Cleveland",Accommodation & Food Services,1,5.0
King George Hotel,San Francisco,CA,37.786762,-122.40943,"Hotels and motels,Hotel,Hotels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Lodging,Business Hotels,Budget Hotels",Accommodation & Food Services,1,3.0
Residence Inn Allentown Bethlehem/Lehigh Valley Airport,Bethlehem,PA,40.64507,-75.42443,"Hotel,Corporate Lodging,Hotels,Lodging",Accommodation & Food Services,3,5.0
Lobby Bar,Houston,TX,29.751837,-95.360236,"Hotel Bar,Lounge,Bar,Hotels,Hotel,Mexican Restaurant",Accommodation & Food Services,4,4.75
Residence Inn Sacramento Airport Natomas,Sacramento,CA,38.613735,-121.51404,"Hotel,Extended Stay,Hotels & Motels,Hotels Motels",Accommodation & Food Services,3,4.0
Comfort Suites Columbia Gateway,Elkridge,MD,39.17432,-76.78594,"Hotel,Hotel and motel consultants,Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels",Accommodation & Food Services,5,4.4
Residence Inn Baltimore BWI Airport,Linthicum Heights,MD,39.20371,-76.67843,"Hotel,Lodging,Hotels",Accommodation & Food Services,1,5.0
Hyatt Place West Palm Beach/Downtown,West Palm Beach,FL,26.706429,-80.05144,"Hotel,Hotels and motels,Restaurants",Accommodation & Food Services,10,4.8
Holiday Inn Express & Suites Greenville,Greenville,TX,33.093756,-96.111609,"Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Accommodation & Food Services,1,4.0
Extended Stay America - Detroit/Ann Arbor - University South,Ann Arbor,MI,42.23898,-83.73515,"Hotel,Hotels,Lodging,Corporate Lodging,Hotels-Apartment,Motels,Hotels Motels",Accommodation & Food Services,2,3.0
Best Western Plus Mid Nebraska Inn & Suites,Kearney,NE,40.667,-99.0869,"Hotel,Hotels Motels,Lodging,Motels",Accommodation & Food Services,3,5.0
Dunes Village Resort,Myrtle Beach,SC,33.724443,-78.841714,"Resort,Hotel,Home (private),Hotels Motels,Condominium Operators,Resorts,Hotels",Accommodation & Food Services,6,4.5
Wilderness On The Lake,Wisconsin Dells,WI,43.59791,-89.78646,"Resort,Hotels,Lodging,Motels,Resorts,Hotel,Hotels Motels",Accommodation & Food Services,2,3.5
Aloft Houston by the Galleria,Houston,TX,29.7389,-95.4714,"Hotel,Hotels and motels,Hotel and motel reservations,Hotels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Ski Resorts,Boutique Hotels,Lodging,Business Hotels,Hotels & Motels,Hotel Uptown-Galleria",Accommodation & Food Services,1,4.0
Club Quarters Hotel in Houston,Houston,TX,29.758183,-95.362677,"Hotel,Hotels",Accommodation & Food Services,18,4.111111111111111
Fairfield Inn Helena,Helena,MT,46.590237,-112.00198,"Hotel,Hotels Motels",Accommodation & Food Services,1,5.0
Hyatt House Pleasanton,Pleasanton,CA,37.68912,-121.90091,"Hotel,Hotels and motels,Hotel and motel reservations,Restaurants,American restaurants,Hotels Motels,Lodging,Hotels",Accommodation & Food Services,3,4.666666666666667
Best Western Plus Ruidoso Inn,Ruidoso,NM,33.316948,-105.63385,"Hotels,Lodging,Hotel,Hotels Motels",Accommodation & Food Services,2,4.5
Admiral's Ocean Inn,Belfast,ME,44.4307,-68.96626,"Hotels,Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels & Motels",Accommodation & Food Services,2,1.0
Quality Inn Bedford,Bedford,PA,40.05457,-78.51102,"Hotels,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,1,4.0
Best Western Plus Easton Inn Suites,Easton,MD,38.7896,-76.05809,"Lodging,Hotels,Hotel and motel mgmt.,Hotels and motels,Corporate Housing,Hotels Motels,Hotel,Travel and Tourism",Accommodation & Food Services,1,5.0
Sleep Inn Suites Harbour Pointe,Midlothian,VA,37.41103,-77.65369,"Hotels,Lodging,Motels,Corporate Lodging,Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Business Hotels",Accommodation & Food Services,2,4.5
Luray Caverns Motel East,Luray,VA,38.6617,-78.4757,"Motels,Lodging,Hotels,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,1,3.0
Grey Gables Mansion,Richford,VT,44.99834,-72.67514,"Bed and Breakfast and Inns,Hotel,Hotels",Accommodation & Food Services,1,5.0
Robert Frost Mountain Cabins,Ripton,VT,44.007782,-73.03459,"Resorts,Hotel,Resorts & Hotels",Accommodation & Food Services,1,5.0
Hampton Inn Texarkana Arkansas,Texarkana,AR,33.47317,-94.03375,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,5.0
Sleep Inn Suites,Dublin,VA,37.0835,-80.64855,"Hotels,Lodging,Motels,Corporate Lodging,Hotels Motels,Hotel",Accommodation & Food Services,4,4.75
Quality Inn Suites Canton,Canton,TX,32.58071,-95.85449,"Hotels,Motels,Corporate Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel,Family-friendly Hotels,Budget Hotels,Lodging,Business Hotels",Accommodation & Food Services,1,5.0
Pear Tree Inn St. Louis Near Union Station,Saint Louis,MO,38.63126,-90.21241,"Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotels Motels,Budget Hotels,Business Hotels,Family-friendly Hotels,Tourist Hotels,Hotel,Motel,Bed & Breakfast & Inns,guest accommodations,Hotels",Accommodation & Food Services,4,3.75
Hilton Garden Inn Anaheim-Garden Grove,Garden Grove,CA,33.791307,-117.915652,"Hotels and motels,Hotel,Hotels Motels,Hotels",Accommodation & Food Services,14,3.7857142857142856
Sonesta Es Suites Charlotte,Charlotte,NC,35.135887,-80.9051,"Hotels and motels,Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,5.0
Hyatt Place Charlotte Airport/lake Pointe,Charlotte,NC,35.182507,-80.91908,"Hotels and motels,Hotel",Accommodation & Food Services,2,5.0
St George Motor Inn,Tarzana,CA,34.172752,-118.55712,"Hotels and motels,Hotel and motel reservations,Hotel,Motels,Hotels,Lodging,Banquet Halls & Reception Facilities",Accommodation & Food Services,2,2.5
250 Main Hotel,Rockland,ME,44.10101,-69.1094,"Hotels and motels,Hotel and motel reservations,Hotels,Motels,Lodging,Hotel",Accommodation & Food Services,2,5.0
Lydia Johnson Inn,Hermann,MO,38.7061,-91.4379,"Hotels and motels,Motels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Wyndham Garden Lafayette,Lafayette,LA,30.19294,-92.0145,"Hotels and motels,Lodging,Hotels,Hotels Motels,Travel,Hotel",Accommodation & Food Services,6,3.6666666666666665
Olivia's Bridge Street Inn,New Hope,PA,40.364353,-74.952515,"Hotels and motels,Hotel",Accommodation & Food Services,2,4.5
The Oaks Hotel,Paso Robles,CA,35.644875,-120.68842,"Hotel,Hotels & Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Alternative Fuels",Accommodation & Food Services,3,4.666666666666667
Hampton Inn Brentwood,Brentwood,CA,37.94569226,-121.6967076,"Corporate housing,Hotels and motels,Hotel",Accommodation & Food Services,4,4.25
Norwalk Inn & Conference Center,Norwalk,CT,41.1166,-73.4067,"Hotels and motels,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels,Hotel,Bed Breakfast,Hotels",Accommodation & Food Services,10,4.3
King Charles Inn,Charleston,SC,32.78257,-79.93176,"Hotels and motels,Hotel and motel reservations,Restaurants,Hotel,Hotels",Accommodation & Food Services,25,4.6
Walkabout Beach Resort,Hollywood,FL,26.02755,-80.11507,"Hotels and motels,Resorts,Hotels,Lodging,Hotel",Accommodation & Food Services,2,4.5
Maxwell Hotel,Seattle,WA,47.6256,-122.351,"Hotel and motel mgmt.,Hotels and motels,Hotel,Hotels,Luxury Hotels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Hotels Motels",Accommodation & Food Services,21,4.476190476190476
Cave Mountain Motel,Windham,NY,42.30376,-74.28881,"Hotels and motels,Hotel",Accommodation & Food Services,1,4.0
Holiday Inn Savannah Historic District,Savannah,GA,32.081772,-81.097232,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Beach Hotels,Lodging,Business Hotels,Hotels,Hotels & Motels",Accommodation & Food Services,3,3.3333333333333335
Sea Captain Resort On The Bay,Clearwater Beach,FL,27.975328,-82.82759,"Hotels and motels,Resorts,Hotel",Accommodation & Food Services,4,4.25
Urbana Inn & Suites,Urbana,IA,42.243202,-91.88433,"Hotels and motels,Wedding supplies, services, chapels, facilities, etc.,Hotels Motels,Budget Hotels,Hotels,Hotel",Accommodation & Food Services,1,4.0
Quality Inn & Suites Jefferson City,Jefferson City,MO,38.55648,-92.19542,"Hotel,Hotels and motels,Hotels,Corporate Lodging,Motels",Accommodation & Food Services,1,1.0
Sunbeam Motel,San Luis Obispo,CA,35.287823,-120.65297,"Hotels and motels,Hotel and motel reservations,Hotels,Hotel,Lodging,Motels",Accommodation & Food Services,1,3.0
Kings Hotel,Brooklyn,NY,40.64702,-73.996826,"Hotels and motels,Music arrangers and composers,Hotel,Hotels,Motels",Accommodation & Food Services,2,3.5
Brown Hotel,Indiana,PA,40.6243,-79.1508,"Hotels and motels,Restaurants,Bar,Hotels Motels,Restaurant,Hotel",Accommodation & Food Services,2,4.0
Hawthorn Suites By Wyndham Dayton North,Dayton,OH,39.85,-84.1883,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Apartment Hotels,Budget Hotels,Business Hotels,Hotels,Hotels & Motels",Accommodation & Food Services,7,2.857142857142857
Hampton Inn Greenville/simpsonville,Simpsonville,SC,34.71454,-82.25216,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,3,4.333333333333333
Red Roof Inn Allentown Airport,Allentown,PA,40.63933,-75.43184,"Hotels and motels,Hotel,Hotels",Accommodation & Food Services,12,3.1666666666666665
Hampton Inn & Suites Little Rock-downtown,Little Rock,AR,34.74483,-92.26631,"Hotels and motels,Corporate Lodging,Hotels,Lodging,Hotel",Accommodation & Food Services,5,4.4
The Inn At Crested Butte,Crested Butte,CO,38.86794,-106.98239,"Hotels and motels,Hotel and motel reservations,Hotels,Hotels & Motels,Hotel,Lodging,Bed & Breakfast & Inns",Accommodation & Food Services,3,3.6666666666666665
Hangar Hotel,Fredericksburg,TX,30.24494,-98.90791,"Hotels and motels,Hotels,Lodging,Motels,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Austria Haus Hotel,Vail,CO,39.641678,-106.37419,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,9,4.888888888888889
Hampton Inn & Suites New Albany Columbus,New Albany,OH,40.08908,-82.79144,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,5.0
Comfort Suites East Broad At 270,Columbus,OH,39.98266,-82.82878,"Hotels and motels,Hotels,Lodging,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,8,4.75
Hotel Luxe,Brooklyn,NY,40.67812,-73.94503,"Hotels and motels,Hotel",Accommodation & Food Services,1,2.0
Caribbean Resort By The Ocean,Hollywood,FL,26.02176,-80.11556,"Hotels and motels,Resorts,Hotels-Apartment,Hotels,Hotel,Lodging",Accommodation & Food Services,5,3.8
Radisson Hotel-Portland Airport,Portland,OR,45.56888,-122.582565,"Banquet facilities,Hotels and motels,Hotel and motel reservations,Hotels,Hotel",Accommodation & Food Services,6,4.5
Grand Prix Motel,Daytona Beach,FL,29.20214,-80.99545,"Hotels and motels,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,3,4.666666666666667
Wingate By Wyndham Oklahoma City Airport,Oklahoma City,OK,35.44553,-97.602,"Hotels and motels,Hotel,Motel,Trade School,Hotels,Lodging",Accommodation & Food Services,8,3.25
Viking Motel,Portland,OR,45.571377,-122.6825,"Hotels and motels,Hotel,Motel Arbor Lodge",Accommodation & Food Services,4,3.75
Crowne Plaza Hotel Nashua,Nashua,NH,42.786207,-71.509771,"Banquet facilities,Hotels and motels,Hotel and motel reservations,Karaoke,Restaurants,American restaurants,Accommodation Reservations,Hotel & Motel Reservations,Accommodations & Lodging,Business Hotels,Lodging,Luxury Hotels,Hotels,Family-Friendly Hotels,Hotels & Motels,Beach Hotels,Resorts,Weekend Getaway Hotels,Tourist Hotels,Motels",Accommodation & Food Services,9,3.5555555555555554
The Maritime Hotel,New York,NY,40.74191,-74.00345,"Hotels and motels,Hotels,Hotel",Accommodation & Food Services,9,4.111111111111111
Hilton Garden Inn Oklahoma City-Bricktown,Oklahoma City,OK,35.46609,-97.5063,"Hotel,Hotels,Lodging",Accommodation & Food Services,9,4.777777777777778
Waterfront Place Hotel,Morgantown,WV,39.62408,-79.96307,"Hotel,Hotels",Accommodation & Food Services,8,4.0
Element Denver Park Meadows,Lone Tree,CO,39.5546,-104.8763,"Hotel,Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Luxury Hotels,Resorts,Ski Resorts,Boutique Hotels,Lodging,Business Hotels",Accommodation & Food Services,5,4.0
Warwick Seattle Hotel,Seattle,WA,47.613903,-122.340904,"Hotel,Resort,Hotels Motels,Business Hotels",Accommodation & Food Services,8,3.5
"The Westin Poinsett, Greenville",Greenville,SC,34.848926,-82.399829,"Hotel,Hotels",Accommodation & Food Services,28,4.392857142857143
Best Western Orchard Inn,Ukiah,CA,39.14692,-123.19738,"Hotel,Hotels,Lodging",Accommodation & Food Services,5,4.8
Best Western Adirondack Inn,Lake Placid,NY,44.28407,-73.98353,"Hotel,Hotels,Lodging,Event Planning,Corporate Housing,Hotels Motels",Accommodation & Food Services,3,3.6666666666666665
Oxford Suites Redding,Redding,CA,40.579353,-122.35721,"Hotel,Gym / Fitness Center,Hotels,Hotel and Gym / Fitness Center,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Tourist Hotels",Arts Entertainment & Recreation,13,4.538461538461538
Fairfield Inn Suites Austin-University Area,Austin,TX,30.31902,-97.70853,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Drury Inn Suites Austin North,Austin,TX,30.32846,-97.70471,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Business Hotels,Budget Hotels,Hotel",Accommodation & Food Services,1,5.0
Best Western Desert Inn,Safford,AZ,32.83477,-109.72461,"Hotels,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,2,3.5
Hilton Garden Inn Yuma Pivot Point,Yuma,AZ,32.7272,-114.62045,"Hotels,Lodging,Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel",Accommodation & Food Services,4,4.0
Arizona Inn Suites,Yuma,AZ,32.67914,-114.62381,"Lodging,Motels,Hotels,Hotels and motels,Hotel,Hotels Motels",Accommodation & Food Services,1,5.0
Western Hills Motel,Flagstaff,AZ,35.19506,-111.62928,"Motels,Lodging,Hotels,Hotels and motels,Hotel and motel reservations,Hotel,Food & Dining",Accommodation & Food Services,1,2.0
Rodeway Inn Suites,Flagstaff,AZ,35.19201,-111.62457,"Hotels,Lodging,Motels,Hotels Motels,Hotel,Hotels & Motels",Accommodation & Food Services,10,2.2
The Grand Highland Hotel,Prescott,AZ,34.54057,-112.47056,"Hotels,Hotel",Accommodation & Food Services,9,4.777777777777778
Home2 Suites by Hilton Lexington University / Medical Center,Lexington,KY,38.00522,-84.51698,"Hotels,Lodging,Hotel",Accommodation & Food Services,6,4.833333333333333
Wingate by Wyndham LaGrange-Callaway,LaGrange,GA,33.04225,-84.9643,"Corporate Lodging,Hotels,Lodging,Hotel",Accommodation & Food Services,2,3.0
Hampton Inn Elkins,Elkins,WV,38.89436,-79.84026,"Hotels,Lodging,Corporate Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,4,4.5
Quality Inn Colchester - Burlington,Colchester,VT,44.50365,-73.17785,"Hotels,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,1,3.0
Baymont Inn Suites - Tullahoma,Tullahoma,TN,35.391792,-86.23972,"Hotel,Hotels",Accommodation & Food Services,1,5.0
The Stardust Motel,Wallace,ID,47.47299,-115.9263,"Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,2,4.0
Git's Big Sky Motel,Columbus,MT,45.63642,-109.24998,"Motels,Lodging,Hotels,Hotel",Accommodation & Food Services,1,3.0
Home2 Suites by Hilton Florence Cincinnati Airport South,Florence,KY,39.00374,-84.64946,"Hotels,Lodging,Hotel",Accommodation & Food Services,1,5.0
Comfort Inn Suites Airport and Expo,Louisville,KY,38.19179,-85.74516,"Hotels,Lodging,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,6,3.8333333333333335
Mills Park Hotel,Yellow Springs,OH,39.80384,-83.89002,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,2,5.0
Hampton Inn Suites Cincinnati/Uptown-University Area,Cincinnati,OH,39.13464,-84.50875,"Hotels,Lodging,Corporate Lodging,Hotels and motels,Hotel",Accommodation & Food Services,1,4.0
The Captain's Manor Inn,Falmouth,MA,41.55363,-70.62125,"Hotels,Motels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,5,5.0
Hampton Inn Suites West Des Moines/SW Mall Area,West Des Moines,IA,41.55856,-93.79359,"Hotels,Lodging,Corporate Lodging,Hotel",Accommodation & Food Services,1,5.0
"Super 8 Fairview Heights, St. Louis",Fairview Heights,IL,38.600826,-89.988815,"Motels,Lodging,Hotels and motels,Travel & Transport,Hotels & Motels,Hotel",Accommodation & Food Services,1,3.0
Hampton Inn & Suites Dupont,DuPont,WA,47.09434,-122.62267,"Hotel,Hotels,Lodging,Corporate Lodging",Accommodation & Food Services,8,4.75
Empress Hotel,New Orleans,LA,29.96556,-90.06751,"Hotels,Corporate Lodging,Lodging,Hotels and motels,Hotel",Accommodation & Food Services,6,1.6666666666666667
Hilton Garden Inn Shreveport Bossier City,Bossier City,LA,32.51738,-93.71154,"Hotels,Lodging,Hotel",Accommodation & Food Services,4,5.0
