name,city,province,latitude,longitude,categories,primaryCategories,review_count,avg_rating
Best Western Lake Conroe Inn,Montgomery,TX,30.3465,-95.7926,"Event Planning,Corporate Housing,Hotels Motels,Hotel",Accommodation & Food Services,4,4.25
Hampton Inn & Suites Denver Ap Gateway Park,Denver,CO,39.77366,-104.79602,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,8,4.625
Residence Inn Chicago Deerfield,Deerfield,IL,42.15669,-87.84146,"Travel & Transport,Hotels & Motels,Hotel",Accommodation & Food Services,1,3.0
Comfort Suites Suffolk - Chesapeake,Suffolk,VA,36.86166,-76.4483,"Hotels,Hotel",Accommodation & Food Services,26,4.0
Hampton Inn Newport News-Yorktown,Newport News,VA,37.11252,-76.47158,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,8,4.5
Hampton Inn Middletown,Middletown,NY,41.44733,-74.36524,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,6,4.333333333333333
Best Western Suites Near Opryland,Nashville,TN,36.22352,-86.69707,"Hotels,Hotel & Motel Reservations,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Accommodations & Lodging,Motels,Hotel",Accommodation & Food Services,11,4.0
Fairfield Inn Tracy,Tracy,CA,37.75469,-121.46648,"Hotels Motels,Hotel",Accommodation & Food Services,2,4.5
Vagabond Inn Sunnyvale,Sunnyvale,CA,37.39624,-122.02753,"Hotels,Budget Hotels,Tourist Hotels,Motel,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Hotel and Motel,Hotel,Business Hotels",Accommodation & Food Services,4,3.25
Holiday Inn Express & Suites Sioux Falls Southwest,Sioux Falls,SD,43.486,-96.7706,"Budget Hotels,Resorts,Meeting Facilities,Lodging,Family-Friendly Hotels,Weekend Getaway Hotels,Wedding Sites,Tourist Hotels,Hotels Motels,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,1,5.0
BEST WESTERN Garden Inn,Santa Rosa,CA,38.423534,-122.71286,"Hotels,Budget Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,15,3.6
Hotel Maya - a DoubleTree by Hilton Hotel,Long Beach,CA,33.75663,-118.19814,"Hotels,Hotel",Accommodation & Food Services,25,4.24
"Bluegreen Parkside Williamsburg, Ascend Resort Collection",Williamsburg,VA,37.23938706,-76.64115071,"Hotel,Hotels Motels",Accommodation & Food Services,1,4.8
Quality Inn and Suites By The Parks,Kissimmee,FL,28.33418252,-81.5923436,"Hotel,Hotels Motels",Accommodation & Food Services,60,4.3325
"Bluegreen Vacations Patrick Henry Sqr, Ascend Resort Collection",Williamsburg,VA,37.27031545,-76.6875127,"Hotels Motels,Hotel",Accommodation & Food Services,7,4.521428571428571
Holiday Inn Express & Suites Port Richey,Port Richey,FL,28.31166,-82.70066,"Tourist Hotels,Hotels Motels,Family-friendly Hotels,Hotel",Accommodation & Food Services,6,3.6666666666666665
Best Western Inn & Suites At Discovery Kingdom,Vallejo,CA,38.14463,-122.23478,"Hotels,Hotel",Accommodation & Food Services,7,3.2857142857142856
Hilton Garden Inn Winchester,Winchester,VA,39.1657,-78.16738,"Hotels,Lodging,Banquet Halls and Reception Facilities,Hotels & Motels,Hotel",Accommodation & Food Services,2,4.0
Hilton Garden Inn Edison/Raritan Center,Edison,NJ,40.52118,-74.33896,"Hotels,Hotels and motels,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,5,4.4
Best Western Plus Wilmington/Carolina Beach,Wilmington,NC,34.1329,-77.8957,"Corporate Housing,Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,5,4.0
The Chateau Motel,Panama City Beach,FL,30.1928,-85.8347,"Hotels,Hotels and motels,Resorts,Motel,Lodging,Hotels Motels,Motels,Hotel and Motel,Hotel",Accommodation & Food Services,9,2.6666666666666665
Courtyard Harrisburg Hershey,Harrisburg,PA,40.243557,-76.809204,"Meeting Room,Hotels Motels,Hotel",Accommodation & Food Services,2,4.5
Days Inn Apple Valley Sevierville,Sevierville,TN,35.82713,-83.574326,"Hotels and motels,Budget Hotels,Excavating contractors,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Hotel,Business Hotels",Accommodation & Food Services,6,3.3333333333333335
Holiday Inn Express Harrisburg East,Harrisburg,PA,40.278137,-76.82099,"Hotels,Hotel",Accommodation & Food Services,8,3.625
AC Hotel Miami Beach,Miami Beach,FL,25.8053,-80.125114,"Hotels,Hotel",Accommodation & Food Services,1,5.0
Ramada Louisville Expo Center,Louisville,KY,38.20142,-85.75076,"Hotels,Hotel",Accommodation & Food Services,3,3.3333333333333335
Wingate by Wyndham San Marcos,San Marcos,TX,29.869452,-97.93804,"Hotels,Hotels and Lodging,Hotel",Accommodation & Food Services,1,3.0
Comfort Inn & Suites West,Beaverton,OR,45.48883,-122.81558,"Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,5.0
Red Roof Inn Fresno - Yosemite Gateway,Fresno,CA,36.79312,-119.79062,"Hotels,Hotels and motels,Budget Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel",Accommodation & Food Services,10,2.2
Best Western Springfield,Springfield,VA,38.780296,-77.17839,"Hotels,Hotel",Accommodation & Food Services,160,3.7125
Lodge At Lake Tahoe,South Lake Tahoe,CA,38.949986,-119.94801,"Hotels,Resort,Resorts,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Hampton Inn & Suites Wilmington Christiana,Newark,DE,39.6901,-75.65672,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,5,5.0
TownePlace Suites by Marriott Suffolk Chesapeake,Suffolk,VA,36.89303,-76.43246,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,5,4.8
Whispering Woods Resort,Welches,OR,45.3366,-121.96684,"Hotels,Resort,Resorts,Hotel",Accommodation & Food Services,2,5.0
Orlando Continental Plaza Hotel,Orlando,FL,28.46289549,-81.46621674,"Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,1,1.0
Hilton Garden Inn Chesapeake/Suffolk,Suffolk,VA,36.8784,-76.43851,"Hotels,Lodging,Hotel",Accommodation & Food Services,15,4.4
Best Western Superstition Springs Inn,Mesa,AZ,33.39094,-111.686,"Hotels,Lodging,Hotels Motels,Hotel Superstition Springs,Hotel",Accommodation & Food Services,1,5.0
Hyatt Place Charlottesville,Charlottesville,VA,38.06645,-78.49358,"Hotels,Hotels and motels,Alternative Fuels,Hotel",Accommodation & Food Services,4,4.5
Hampton Inn Suites Conroe I45 North,Conroe,TX,30.33831,-95.4776,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Gym,Hotel",Accommodation & Food Services,2,3.0
Hyatt House Parsippany/Whippany,Whippany,NJ,40.83828,-74.44332,"Hotels,Hotel",Accommodation & Food Services,2,5.0
"Hampton Inn & Suites Chapel Hill/Durham, Area",Chapel Hill,NC,35.91009,-78.98214,"Hotels,Hotel and motel consultants,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,10,4.7
Holiday Inn Express Albuquerque (I-40 Eubank),Albuquerque,NM,35.0859,-106.5318,"Resorts,Budget Hotels,Weekend Getaway Hotels,Tourist Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,1,3.0
Park Inn By Radisson Sharon,West Middlesex,PA,41.185978,-80.453261,"Hotels,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,5,3.4
"Red Roof Plus+ Washington, DC - Alexandria",Alexandria,VA,38.787952,-77.06569,"Hotels and motels,Motel,Hotel",Accommodation & Food Services,7,3.857142857142857
Hampton Inn & Suites Jackson,Jackson,TN,35.67292,-88.80876,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,8,4.0
Best Western Inn Florence,Florence,KY,39.0027,-84.64348,"Hotels,Lodging,Hotel",Accommodation & Food Services,1,4.0
Courtyard Charlottesville North,Charlottesville,VA,38.07452,-78.47792,"Convention & Meeting Facilities & Services,Hotels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,1,4.0
The INN at Europa Village,Temecula,CA,33.524796,-117.082466,"Hotels,Bed Breakfast,Hotel",Accommodation & Food Services,5,5.0
McMenamins Hotel Oregon,McMinnville,OR,45.210197,-123.19435,"Hotels,Hotels & Motels,Hotel,Brewers",Accommodation & Food Services,8,3.5
Courtyard San Diego Sorrento Valley,San Diego,CA,32.895398,-117.203,"Convention & Meeting Facilities & Services,Hotels,Hotel Sorrento Valley,Hotels & Motels,Hotel",Accommodation & Food Services,3,4.333333333333333
BEST WESTERN Westfield Inn,Westfield,NJ,40.6497,-74.3491,"Hotels Motels,Hotel",Accommodation & Food Services,3,3.6666666666666665
Best Western Beach Dunes Inn,Marina,CA,36.69994,-121.80426,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,1.0
The Kahala Hotel & Resort,Honolulu,HI,21.27171,-157.77396,"Resort,Resorts,Budget Hotels,Spa,Spas,Lodging,Family-friendly Hotels,Attractions,Hotels,Tourist Hotels,Hotels Motels,Hotel,Business Hotels",Accommodation & Food Services,1,5.0
Hotel La Jolla,La Jolla,CA,32.851774,-117.253978,"Hotels,Hotel",Accommodation & Food Services,4,3.5
Rodeway Inn & Suites Boulder Broker,Boulder,CO,39.998386,-105.254036,"Hotels,Budget Hotels,Travel & Transport,Lodging,Hotels Motels,Family-friendly Hotels,Hotel,Business Hotels",Accommodation & Food Services,1,3.0
Crowne Plaza Columbus-Downtown,Columbus,OH,39.969,-83.001,"Hotel & Motel Reservations,Resorts,Lodging,Luxury Hotels,Accommodations & Lodging,Family-friendly Hotels,Motels,Hotel, Resort, and Conference Room,Accommodation Reservations,Hotels,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,7,4.428571428571429
Four Points by Sheraton San Jose - Silicon Valley,San Jose,CA,37.247807,-121.77403,"Hotels,Hotels and motels,Hotel and motel reservations,Resorts,Lodging,Hotels Motels,Accommodations & Lodging,Hotel",Accommodation & Food Services,4,1.5
The Westin San Jose,San Jose,CA,37.330868,-121.888196,"Hotels,Caterers,Hotels and motels,American restaurants,Hotel,Restaurants",Accommodation & Food Services,4,4.5
Comfort Suites Tampa / Brandon,Tampa,FL,27.945705,-82.33861,"Hotels,Hotels and motels,Hotels and Lodging,Corporate Lodging,Lodging,Hotels Motels,Motels,Hotel",Accommodation & Food Services,5,2.8
Residence Inn Jacksonville Butler Boulevard,Jacksonville,FL,30.24905,-81.54092,"Hotels,Hotel,Hotel Pool",Accommodation & Food Services,1,3.0
Best Western Intracoastal Inn,Jupiter,FL,26.92688,-80.07808,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,7,4.571428571428571
Candlewood Suites Norfolk Airport,Norfolk,VA,36.86179,-76.21451,"Hotels,Conference Room,Meeting Room,Hotel",Accommodation & Food Services,15,4.133333333333334
Hampton Inn Hampton-Newport News,Hampton,VA,37.05765,-76.39331,"Hotels,Hotels and motels,Corporate Lodging,News dealers,Lodging,Hotel",Accommodation & Food Services,12,4.583333333333333
SpringHill Suites Norfolk Old Dominion University,Norfolk,VA,36.885025,-76.302155,"Hotels,Hotel",Accommodation & Food Services,2,3.0
Homewood Suites by Hilton Virginia Beach/Norfolk Airport,Virginia Beach,VA,36.847378,-76.17861,"Hotels,Hotel",Accommodation & Food Services,24,4.583333333333333
Fiddler's Inn,Nashville,TN,36.218,-86.69606,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,6,2.3333333333333335
Ramada Naples,Naples,FL,26.1786,-81.7986,"Budget Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Hotel,Business Hotels",Accommodation & Food Services,2,4.5
Silver Sands Beach Resort,Key Biscayne,FL,25.6956,-80.1571,"Hotels,Resort,Resorts,Hotel Bar,Lodging,Hotels Motels,Cottages Cabins,Motels,Hotel",Accommodation & Food Services,1,2.0
Tarpon Inn,Port Aransas,TX,27.837679,-97.059439,"Bed Breakfasts,Restaurant,Hotels and motels,Hotel and motel reservations,Bed & Breakfasts,American restaurants,Hotels Motels,Hotels & Motels,Hotel,Restaurants",Accommodation & Food Services,2,4.5
Best Western Plus Yacht Harbor Inn,Dunedin,FL,28.0131,-82.7924,"Hotels and motels,Hotel and motel mgmt.,Hotels Motels,Hotel",Accommodation & Food Services,6,3.8333333333333335
WoodSpring Suites Virginia Beach,Virginia Beach,VA,36.83303506,-76.14062366,"Hotel,Hotels,Lodging,Motels",Accommodation & Food Services,1,3.35
Fairfield Inn & Suites Naples,Naples,FL,26.161557,-81.684862,"Hotel and Resort,Hotels & Motels,Hotel",Accommodation & Food Services,3,4.666666666666667
San Francisco Marriott Marquis,San Francisco,CA,37.78506,-122.40479,"Hotels,Hotel",Accommodation & Food Services,9,4.666666666666667
Hotel Laguna,Laguna Beach,CA,33.541065,-117.78296,"Hotels,Boutique Hotels,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,2,3.0
Hotel Manor,Slate Run,PA,41.47176,-77.5044,"Hotels,Lodging,Restaurants,Hotel",Accommodation & Food Services,1,5.0
Hampton Inn Suites McAlester,McAlester,OK,34.91148,-95.74688,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Motel 6 Ardmore,Ardmore,OK,34.1747,-97.16602,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,4.0
Lexington Inn - Ardmore,Ardmore,OK,34.17716,-97.1654,"Hotels,Lodging,Swimming Pools,Hotels & Motels,Hotel",Accommodation & Food Services,6,3.6666666666666665
Hampton Inn Suites Ardmore,Ardmore,OK,34.17064,-97.16348,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Home2 Suites by Hilton Edmond,Edmond,OK,35.65203,-97.42866,"Hotels,Hotels and motels,Conference Centers,Lodging,Motels,Hotel",Accommodation & Food Services,4,4.5
Browns Hill Tavern Motel,Mill Hall,PA,41.03202,-77.52054,"Hotels,Bars Clubs,Bars Pubs,Hotels Motels,Restaurants,Hotel,Bars",Accommodation & Food Services,1,4.0
Landmark Hotel,Tidioute,PA,41.68327,-79.4136,"Hotels,Restaurant,Restaurants,Hotel",Accommodation & Food Services,1,5.0
Comfort Inn Duncansville - Altoona,Duncansville,PA,40.43262,-78.41421,"Hotels,Corporate Lodging,Lodging,Motels,Hotel",Accommodation & Food Services,4,4.25
Best Western Plus Executive Inn,Saint Marys,PA,41.40103,-78.56155,"Hotels,Corporate Housing,Budget Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Business Hotels,Hotel",Accommodation & Food Services,1,5.0
Pittsburgh Marriott City Center,Pittsburgh,PA,40.43976,-79.99244,"Hotels,Hotel",Accommodation & Food Services,22,4.363636363636363
Wyndham Garden Pittsburgh Airport,Pittsburgh,PA,40.46572,-80.19868,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,8,2.875
Hyatt Place Pittsburgh North Shore,Pittsburgh,PA,40.44665,-80.00914,"Hotels,Hotels and motels,Hotel and motel reservations,Meeting and Event Planning Services,Lodging,Hotel,Restaurants",Accommodation & Food Services,2,4.5
Four Flags Inn,Indiana,PA,40.59387,-79.16167,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Hampton Inn Sulphur/Lake Charles Area,Sulphur,LA,30.216843,-93.37432,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,2,5.0
Hampton Inn Carrollton,Carrollton,KY,38.65239,-85.12469,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,3.0
Home2 Suites by Hilton Clarksville/Ft. Campbell,Clarksville,TN,36.59189,-87.28634,"Hotels,Hotels and motels,Lodging,Hotel",Accommodation & Food Services,1,5.0
Americas Best Value Inn Albert Lea,Albert Lea,MN,43.65524,-93.33518,"Hotels,Motel,Lodging,Motels,Hotel",Accommodation & Food Services,1,3.0
Quality Inn Suites,Portsmouth,OH,38.79585,-82.98497,"Hotels,Motels,Hotel,Lodges",Accommodation & Food Services,34,3.411764705882353
Hiway Inn Express,Wilburton,OK,34.91567,-95.31804,"Hotels,B&bs / Inns,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Hampton Inn Easton,Easton,MD,38.77048,-76.06043,"Hotels,Corporate Lodging,Lodging,Hotel",Accommodation & Food Services,1,5.0
Shawnee Motel,Schellsburg,PA,40.04935,-78.63733,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,3,4.0
Motel 6 Texarkana TX,Texarkana,TX,33.46679,-94.06752,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,2,3.0
Budget Inn Suites,Freer,TX,27.88269,-98.61365,"Hotels,Hotels and motels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
Mesa View Inn,Iraan,TX,30.914852,-101.90482,"Hotels,Bed and Breakfast and Inns,Hotel",Accommodation & Food Services,1,1.0
Best Western Plus Classic Inn Suites,Center,TX,31.8107,-94.19453,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,4.0
Executive Inn,Cisco,TX,32.37517,-98.96811,"Hotels,Lodging,Hotels Motels,Motels,Bed & Breakfast & Inns,Hotel",Accommodation & Food Services,2,2.5
Best Western Palo Duro Canyon Inn Suites,Canyon,TX,34.98018,-101.91008,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,9,3.888888888888889
Ballinger Inn,Ballinger,TX,31.72303,-99.96092,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,1,1.0
The Lodge Hotel,Brookeland,TX,31.07443,-94.02309,"Hotels,Resorts,Hotel",Accommodation & Food Services,1,4.0
Best Western Plus Crown Colony Inn Suites,Lufkin,TX,31.28933,-94.72938,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,1,5.0
Heidelberg Lodges,New Braunfels,TX,29.72029,-98.12683,"Hotels,Resorts & Vacation Cottages,Resorts,Recreation Centers,Apartment Hotels,Lodging,Hotels-Apartment,Hotels Motels,Motels,Hotels & Motels,Hotel",Accommodation & Food Services,2,3.5
Americas Best Value Inn Suites-Abilene Mall,Abilene,TX,32.41263,-99.77331,"Hotels,Lodging,Motels,Hotel",Accommodation & Food Services,4,4.0
Quality Inn Suites Near University,Waco,TX,31.50932,-97.14415,"Hotels,Corporate Lodging,Motels,Hotel",Accommodation & Food Services,3,5.0
Sleep Inn Suites Tyler South,Tyler,TX,32.28743,-95.3002,"Hotels,Hotels and motels,Corporate Lodging,Lodging,Motels,Hotel",Accommodation & Food Services,3,4.666666666666667
Residence Inn Laredo Del Mar,Laredo,TX,27.563017,-99.50086,"Hotels,Motels,Hotel",Accommodation & Food Services,2,5.0
Portland Regency Hotel & Spa,Portland,ME,43.6569,-70.25256,"Hotels,Bar,Lounge,Hotel",Accommodation & Food Services,18,4.444444444444445
Park 75 Lounge and Terrace,Atlanta,GA,33.78676,-84.38549,"Bar,American Restaurant,Steakhouse,Spa,Hotels,Hotel",Accommodation & Food Services,5,4.4
Fairfield Inn Appleton,Appleton,WI,44.26372,-88.469444,"Hotel,Hotels Motels",Accommodation & Food Services,1,5.0
Ocean Sands Resort,Virginia Beach,VA,36.851,-75.9755,"Resort,Motel,Hotels Motels,Resorts,Timeshare Companies,Hotel,Hotels",Accommodation & Food Services,5,3.8
Comfort Inn Palo Alto,Palo Alto,CA,37.416336,-122.12852,"Hotel,Hotels Motels,Lodging,Hotels & Motels",Accommodation & Food Services,5,4.4
Disney's Saratoga Springs Resort & Spa,Orlando,FL,28.376,-81.5227,"Resort,Hotels,Hotels and motels,Resorts,Luxury Hotels,Hotels Motels,Hotel,Lodging",Accommodation & Food Services,15,3.933333333333333
Best Western Plus Lacey Inn & Suites,Olympia,WA,47.062,-122.762,"Hotel,Hotel and motel mgmt.,Hotels and motels,Hotels Motels,Lodging,Hotels,Travel and Tourism,Motels",Accommodation & Food Services,8,4.875
